00153BD3	matteo vasirani
7F505EA1	a beran
7F510319	robert j hall
7F56D564	shun ichi amari
7F58539E	gregory conti
7F59FDB5	sheng chen
7F5C1921	katsutoshi yagishita
7F5C597F	edward fredkin
7F5E665E	aurelie favier
7F5EFA27	oswin krause
7F5F6A31	dave gelbart
7F5F8A60	john ross quinlan
7F625F3B	paul r goddard
7F656FAF	bobby d bryant
7F665CDD	janice chen
7F674D4C	yinlong xu
7F697FC4	benjamin han
7F698988	alejandro prieto
7F69D9C6	chenyu lee
7F6A123C	andrzej czyzewski
7F6AB905	sanjay chawla
7F6AE951	xueying zhang
7F6F149E	florian nothdurft
7F7050FE	r s farrell
7F70E798	anirban dasgupta
7F771F9C	john thornton
7F787D1D	itsuya soga
7F78D8E7	shigeo kamiya
7F7A09FB	g le masson
7F7BCEAE	christopher s mcintosh
7F7CE921	nicholas johnson
7F7EA9EE	kenhao liu
7F7F0535	shujun zhang
7F806E16	josep lluis de la rosa
7F878D53	jeandaniel zucker
7F887DB8	jianhua wang
7F8AC610	jonathan phillips
7F8C5A17	steve lowe
7F8C605B	wenting tu
7F8E35EF	david martins de matos
7F8E5373	jonathan e shuster
7F8FF361	pascal gwosdek
7F91D5C1	john l wyatt
7F921A99	mehrdad alizadeh
7F9277BA	yu sheng
7F92A988	robert lingle
7F92AFFA	yangyu tao
7F9388FF	w s hall
7F93AE79	yuxin huang
7F95D44E	sarthak parui
7F98B0ED	monica locatelli
7F99D958	aaron ross
7F9B2448	shuting wang
7F9BC8BD	geraud granger
7F9D5367	ashutosh garg
7F9D5878	christian holm
7F9D631D	siddhartha maddi
7F9D968B	baobao chang
7F9E6DDB	john richardson
7F9E9CAB	milton ngan
7F9FB203	gerd wagner
7FA059FF	philipp scholl
7FA19695	qingshan jiang
7FA4BA5B	shuanghong yang
7FA8609F	jiang liu
7FA8DDDB	s wong
7FAA5BB8	mariana s c almeida
7FAA6827	g scott
7FAB30AF	shinichiro kamei
7FACC177	pascal nicolas
7FAE2EDF	berenice cruz flores
7FAE6F75	glyn w humphreys
7FAF0A84	gaurang panchal
7FAFD9C5	menghsien shih
7FB0EC0A	jarryl wirth
7FB12F8A	suiky ringo ling
7FB354FD	cheryl lau
7FB3FA24	david p woodruff
7FB548C2	a m khan
7FB59E99	takeo miura
7FB7F61F	julia e heine
7FB7FB0F	clint heinze
7FBDA8D1	roderick c tobin
7FBE762D	margriet pol
7FC0A3C2	charles ling
7FC1140D	sebastian ebert
7FC1D259	qixiang ye
7FC3D351	xiannian fan
7FC4FFAA	andrea marchetti
7FC5AEA4	l l jain
7FC7F2DA	david w chen
7FCAA736	john doyle
7FCB2A4A	ady ecker
7FCDFBCE	w harmon ray
7FCEBADF	ryan a kerekes
7FCF3E85	nobuyuki omori
7FD0E75A	bing bing zhou
7FD20CA9	shenglun wei
7FD3E561	ann b lee
7FD4249D	frederick h deb harris
7FD6E775	deepak pai
7FD7D883	james m bower
7FD88496	hideharu okuma
7FD8B1DB	p s christy
7FD96223	peiqi chai
7FD9662C	rakebul hasan
7FDA2EBD	matthew turk
7FDD4337	claudia andrea lopez moncada
7FDEAF62	yuta nakashima
7FDEF923	natsuko matsuda
7FE06515	jianhua yin
7FE08472	peng hou
7FE16A23	jabbour sais
7FE1F19B	sungwook yoon
7FE5F2CC	robert j durrant
7FE6357E	josette pastor
7FE8EB93	chunxiao liu
7FE944CA	rupert brooks
7FEAE812	lian pin koh
7FEC5463	mattia palmieri
7FEC7A2B	t j parsons
7FEDEF91	jason catlett
7FEE6C72	chengwei chan
7FEF79FA	junseong kim
7FF070FB	s a roberts
7FF07211	marcus thint
7FF1973A	r kapur
7FF20D6C	zhou guodong
7FF287A1	hindle donald
7FF3DC60	nitin agarwal
7FF4E956	laura desmond
7FF6405F	dizan vasquez
7FFEC863	michael p busch
80033EB4	tae hyun kim
8003F522	samara l firebaugh
800498AB	steen savstrup kristensen
8005E851	niya chen
8005F983	p van maanen
8006F235	hisanaga fujiwara
800AC329	maite taboada
800ACFFE	david l allen
800B126C	son h nguyen
800B24FA	toshiyuki wakita
800BE9AB	ileana leal
800C32E0	bradford larsen
800CAE69	luciano del corro
800D5054	keith andrews
800F165D	carsten fischer
800F2661	dinesh rajan
800FC5DF	regis vincent
80115A4C	david israel
80130819	o coudert
801352CA	matthias schaller
8015B41F	kazuhiro kitagawa
8016B472	siqi sun
80182061	danah boyd
80190CDB	keith a smith
801A0A5F	jim schroeder
801A5B75	miles lopes
801C5083	jose lezama
801D704C	v shiv naga prasad
801FFD67	dongdong weng
8020AC04	michael j miller
8020D345	yanping huang
802157E2	minghui cai
8021ADAF	mark a young
80222455	yeqing li
8024EE14	patrick teo
8025BAAF	bilge mutlu
80277029	yongwon jeong
802D3502	meihui zhang
802D36CC	nigam h shah
802EA3BA	raviv raich
802FB73B	w c lee
8032186F	liangxiao jiang
80326DB2	b ter haar romeny
8033AA7B	lingxiang tang
80347879	damon horowitz
803483DA	zhaoyin jia
803515EC	de xu
803652F4	ekkehard othmer
80368BAC	peter m todd
803BCE26	limin yao
803C3BAA	feng zhu
803EBD70	jenny
803F29BD	minlue wang
804246E2	wenbin li
80432FA0	jeffrey c bailey
8043452D	raymond k pon
804395C0	jen nan chen
8043DB84	sean luke
8045384C	rui m l ferreira
80467A66	chuan shi
8046AF4B	lars hufnagel
804797FA	andrea tironi
80491B51	p l fleck
8049EB4F	zhenglong zhou
804AACD5	pinghua gong
804ADAD2	xudong liu
804B8A5C	j heller
804C0E00	xianfang wang
804C1A8C	jose maria gutierrez
804E040B	joao manuel r s tavares
804E1821	toshehiko koyama
804E41D2	roger a kendall
804FDC77	melih kandemir
80518866	peder c pedersen
8051E36E	yinon bentor
805225DF	michael j swain
80542940	lixiu yao
80564F92	alon wolf
8057C67C	melissa p chase
8057EE8E	douglas j pearson
805AAF37	kwang in kim
80600DE3	cheryl j briggs
80603A0B	heesung kwon
8060BA92	patrick pantel
8061525C	lusong li
80617218	orazio gallo
80621DBE	fernando suarez
806252E3	j sroka
80661249	yoshiko kojima
8067ED9C	martin lillholm
806B5C08	steven d klee
806F1C39	dongjun suh
806F2E50	paul barford
806F9496	david oppenheimer
80701884	w l jones
807125B4	bryan b thompson
80725B4B	david varas
8072FF17	joyce friedman
8077930D	jacob richman
8077FCBB	i e jelly
80785209	ricardo pietrobon
8078F9A1	jurgen lerner
80791118	sylvia rueda
8079129A	john lalor
8079769C	da chen
807BB59D	k m ng
807DE3B1	federico caimi
807F94AB	johannmattis list
807FE7DC	ryan rossi
80808CA4	daniel bryce
80813CD3	jun lu
80867697	chris h ding
8086AC57	jacob warren
8086EEE7	alicia troncoso
8087EEE3	donald r jones
80890950	paul j kline
8089E2F3	woosung kim
8089FBB2	mitchell j cohen
808B0D3A	c mayer
808B83A4	anil k aggarwal
808E4E20	dominik bernhardt
808ECF3D	xiuming huang
808F5286	tadashi konishi
809188BB	david choi
80939D96	tinghao kenneth huang
8094A17E	martin wehrle
8095F644	jason b alonso
80977716	stephan bopp
80989859	bogdan sacaleanu
80998C77	fei mi
8099CCF8	xianchang wang
809F9254	yongkai wu
80A3702B	mariana r mendoza
80A560F0	massimo paolucci
80ACA34C	mitsuhiro kondo
80ACA53A	terence d sanger
80AE7D2C	matthias mueller
80AE882D	yanggon kim
80B0876A	chuck p lam
80B410C9	wilhelm burger
80B6674C	martial pasquier
80B72714	catherine ricciardi
80B9891B	bent g christensen
80B9E789	jeremy j carroll
80BA6C9C	akira tajima
80BA953A	thomas pierce
80BB0C8D	michelle hall
80BC6650	yaling chang
80C13DEE	s rahtz
80C14AC2	andrew owens
80C1A8D7	kate a smith
80C77BEA	sebastiano barbieri
80C7FE3F	amnon meyers
80C82930	hwanjo yu
80C885D8	a p santhakumaran
80C88801	p p van maanen
80C8F1B6	antoine bordes
80C934F4	robert k lindsay
80CA0DE2	michael schroeder
80CB94BF	sungkee lee
80CCDC62	philip laird
80CDAB23	masahiro hori
80CF29E0	wallace l chafe
80CF73D3	yunfa hu
80D07880	peter decker
80D17D7E	douglas kline
80D28048	steffen b petersen
80D41B1E	kunio aono
80D57AF7	peter zhao
80D70D8A	david e foster
80DAE20B	dongchan cho
80DB25F4	r bruce roberts
80DDFCB4	fumihiko mori
80DED4E4	aad van der lugt
80DF377D	can erdogan
80E08798	ham ching lam
80E09B1D	yinfei yang
80E11EFA	r van egmond
80E2D3A2	hideyuki nakashima
80E62529	guilin liu
80E635CD	chi su
80E79A4C	ping wai wong
80E89D1F	laurence a park
80E9FE98	debajyoti ray
80EA8878	j l stricker
80EB4274	carla lopes
80EB99F6	sein minn
80F3D4F7	wangjiang zhu
80F5631B	thomas c henderson
80F59061	manfred gehrke
80F8D46F	david r mortensen
80F918D0	martin mladenov
80F9509C	johan bos
80FA7CEA	pierre regnier
80FB7981	joo kooi tan
80FD3A8F	selina chu
80FDA5F8	syed atif mehdi
80FDD030	marilyn w friedman
80FF47FC	baisheng lai
80FFB6CD	jiangwei pan
8100BBE5	sudhanshu kumar semwal
8101FC2B	mark j nelson
81027109	zhili zhang
81045989	ted sandler
81049093	jerome bertrand
81068EC9	ngoc thanh nguyen
8107264D	zhiyang he
810763D4	stephen w liddle
8107F30F	licheng tai
810D5F64	zhu cao
810D8829	kenichi okuno
810FAB3F	kai jungling
811055D0	roland c steiner
8112C5B6	mario aguilar
8114604E	zhiqiang cai
8119271F	stephen nightingale
811C28B0	shipra agrawal
811E5728	toby walsh
811FD620	archibald g hill
8123F76D	shuntaro yamazaki
8124CA7E	d w martin
81262969	waikit lo
812AFCB2	catolica chile
812B66CA	prithviraj sen
812E5627	mark peterson
812FB877	chengcheng jia
81306A2A	clemens rabe
81307862	mingzhi dong
81310DEC	xudong jiang
81313A44	pablo boronat perez
813590E4	john m d thompson
81365092	michael martin
8136F216	rakesh agrawal
81381B5F	scott h clearwater
813B3FD3	yoshiki koike
813E9E3B	peter gregor
8140B853	tsukasa yamauchi
814319B9	sumit basu
81438627	ralf m philipp
8144415E	qinxuan gu
8144C16D	p a gilmore
8144CDF7	michael hayes
81453153	sangdon park
8146D828	sujoy saha
814B80F4	tibor laczko
814CC039	phil gray
814DA508	ramanathan narayanan
814DF6C9	joanna gancarczyk
814EC454	wenyi huang
8150A169	arnon amir
8152ED3A	jixu chen
81539E9F	guodong tian
8154D750	peiyi li
8155500D	matteo lombardi
8156E52D	claudia henry
8158CEC4	matthew j jones
815B2DBB	thomas jaksch
815C7DE6	takeshi abekawa
815CBCCD	norma elva chavez
815EDC5A	kaichih liang
815FFEE4	murali narasimhan
816122CF	milan sonka
81639752	liangwei jiang
8163A718	matthijs van doorn
8164E368	ivan laptev
8166C99A	elnaz nouri
8167D0A6	nobuhiro kaji
81684B0E	teruo koyanagi
8169BA3C	robert f simmons
8169BD98	takanori yokoyama
816A3D4E	matthew backus
816BED4F	mayumi toshima
816E6AF3	malcolm j bennett
817136F4	ed chi
8172D2B0	david l martin
81737074	keiichi hiroki
8176F93B	parantapa goswami
8177D8B3	sinhwa kang
817A5C95	hannes g hofmann
817D19B3	ernest g tickner
817E5723	kemal olflazer
8183C8D3	shiqi shen
81899A85	mary gardiner
818C98E3	iryna gurevych
818D9039	richard boardman
819A7D0E	michael van hartskamp
819B8559	ryota hayashi
81B31A99	yanovsky dimah
81B39C63	chikashi nobata
81B5A3B3	raj sheshu
81BD12A6	laurent simon
81C3B0CF	jurgen ewald
81CC1411	steffen wolf
81D26B13	aw chew
81D980E3	nick cercone
81E7D7B7	artyom lifshits
81EA8B83	charilaos akasiadis
81EAD222	john d heintz
81EB149D	donald e walker
81F7A640	stephen giguere
820CD053	william e hughes
821058D0	takashi matsumoto
8210D191	jana kostliva
821346C0	mostafa ammar
8218CC98	huanwen chen
821C1C41	k ramesh
8223BD0C	rebecca weiss
8227EB27	j o eklundh
822F2F67	rolf schwitter
823F75DC	stephan clemencon
82476068	feng jin
8257A3E3	hiroaki nanjo
825B4FA8	marius kloft
826434DD	monirehsadat hosseini
82665EF7	ola dahl
82698A47	bibaswan k chatterjee
82711265	guy marchal
827742E8	brian gallagher
828342EB	ryota tomioka
828ADEA6	sandip sen
829136E4	daniel d giusto
8294AA99	jiaming song
8294B4D9	itsuro morita
829A1D29	peter widmayer
829BD615	franz j kurfes
82A17CFC	thomas hofmann
82AB1612	m van gompel
82AF2DF6	akaysha c tang
82B08D25	miguel moreira
82B1A187	ben taskar
82B28952	qiaoling liu
82B9B01B	dhiraj gandhi
82BF7BA2	venkata jakkula
82C45BE8	yuichi nakamura
82C4B4BC	baswaraj swamy
82CA4254	andrew rabinovich
82CFAED3	kota hara
82CFDE16	joseph a blass
82D6FE42	r t edwards
82D7662A	prashant pradhan
82D961EE	prachi jain
82DD34C0	francisco pereira
82DE9CF3	m g r varma
82DF6792	alessia saggese
82E31045	dynal patel
82E8BDF8	kr muller
82EE734E	robert ikeda
82F9BBCC	tobias blanke
82FC81EE	max a viergever
830142A0	natasha mohanty
830459DF	peng li
8304742A	john p kaufhold
8306459C	tijn van der zant
830680F3	natalya korogod
8307FA27	eric johnson
831183C0	benoit lescot
831BC276	beth m sundheim
831E4482	shigenari nakamura
831FC55E	michael j wilber
83228682	judith spitz
8322DC8A	vinay sharma
83246D4B	vinesh jain
83249625	v kumar
832964F9	ziyu zhang
8331B33B	dimitri marinakis
83361098	bo zhou
83430B86	li chen
8343F63E	sourya bhattacharyya
834BFFC5	jianming liang
8350003B	aaron defazio
8353F270	aneesh sharma
835784E8	jon rihan
835881D9	werner von seelen
83602A93	zheng wen
8360912F	julien fauqueur
836881E1	h ney
83698F0A	naoki asadat
8375F09F	yulia sandarmirskaya
8378B0C1	pedro santana
8382F020	zheng wang
83870CB6	welin chen
83878518	kim wheeler
8387E395	j p agrawal
838BC089	abbas abdolmaleki
8391387E	diane litman
839388F9	martin humenberger
8398D5D1	john kovarik
83A14C41	yanxiang he
83A1C312	botong wu
83A6090E	thierry dolmiere
83A81A08	ian h stevenson
83A91862	john a bateman
83B82E16	tucker r balch
79A68AB1	qian chen
83C3E2BB	sigal oren
83C570E9	christophe marsala
83CDB57D	julia hirschberg
83CF15FE	saad ali
83D47BCA	reinder haakma
83DE08FB	katsumi tanaka
83E03CCF	qiuhong ke
83E1F30E	kun liu
83E746FB	d goldof
83E9298A	tetsuro chino
83E9BC1A	wangcheng kang
83F1488B	vitaly kliger
840BD46B	a sokolov
841BADA0	yaxin liu
8424E88B	nikesh garera
842A7E66	monami banerjee
842B9D08	ji liu
84355583	joshua b tenenbaum
84390889	fabio vitale
843CB0CA	michael auli
843D6945	v vemuri
84403145	xingmei suo
844121D7	walter koetke
84415ECB	hidekazu kurita
845A59D9	izhak shafran
84606D48	yun lu
846133E9	jerry r hobbs
84653BF0	oliver hahn
846B619B	john g williams
846E444A	fanyi xiao
84720297	john p thompson
847276A0	papanikolopoulos
8474C7F2	nir krause
8474FD17	feng pan
84751E2C	otto x cordero
8475CFF5	m bannamoun
84766F00	p dauboin
84799745	kazuma konno
847CD605	jaime navon
847EC0D2	penka markova
847EC9B1	salvatore trani
847F31EA	evan k maxwell
84807A14	samuel gerber
8480F5EB	isidro
84813426	qun ren
8482447B	kirill nikolaev
8482998C	pushkar kane
8483048C	hangzai luo
848595D9	howard r mcglauflin
8485D1B3	j stewart
84860670	dapeng li
84862EA1	phillippe dreyfuss
8486792C	zeyang liu
8486802A	ariana s minot
8486C41F	wang xiaobing
8486E31F	fitzgibbon
848A0ED9	pongsakorn sukjunnimit
848C1075	w g pfieffer
848C356D	jing yuan
848CAA52	bilge soran
848DF9A4	l d whitelock
848E5C3D	hsunhsin hsu
848E8FB5	yansen darmaputra
848EECDA	raphael haftka
84912F80	albert l zobrist
84913687	nuttapong sanglerdsinlapachai
84917A21	sarah filippi
849266A7	gauri shah
84926F1C	richard f doell
8492E879	ho
8493015E	chuan zhou
84954A3A	richard kempter
84973045	olga megorskaya
8497572D	w l murdock
84988EA4	narasimhan
8498D03D	serena y yeung
8498F912	rommel butawan
84992F16	jasmeen kanwal
8499FEE0	linus goranson
849D45DE	andrea loffredo
849DEA8F	anwaarulhaq
849F1973	arun s maiya
84A05ED3	ogniewicz
84A08C32	n l marselos
84A1663F	jaime g carbonell
84A174B1	taro watanabe
84A18284	agusta wicaksono
84A18A9D	wei li
84A1AE35	farhad bazyari
84A3BA0A	marc o simon
84A3C6FE	christoph ranze
84A4E2CB	olga simek
84A5FBF8	george h mills
84A675C0	wei hu
84A69256	paul davis
84A72514	huang
84A78291	liang bangyong
84A99A44	deshna jain
84A9D76A	jung ko
84AA05FF	trish alexander
84AA7CC6	marna botha
84AB9B24	evans hsu
84AB9E31	j oseas
84AC7268	gemert j c van
84ACF6E4	ram m kordale
84AD7CD2	e a strable
84AFB0EF	j e mcateer
84AFB2BC	ekaterina zudina
84B05234	shashank srikant
84B066AB	jonathan lenaghan
84B0D222	kenro murata
84B12F11	alexandre alahi
84B3FBA0	kanika narang
84B548F3	soojin kim
84B666EE	xiangyong cao
84B87625	william p ballance
84B980D0	s uliman
84BA8185	don mather
84BAA91C	r j evey
84BACB6E	yuichi ota
84BBEDA4	wenhui zhou
84BDBD89	robert ross
84BDDDF1	beis
84BE9AD3	ruben villegas
84BFA391	makoto suzuki
84BFB35B	peter barron
84C14B31	marc serra
84C1724A	j h mommens
84C2AF01	neelakantan sundaresan
84C3490F	michael e meyer
84C91F8E	shicheng zheng
84C9711C	ming xu
84CCE347	michiel david maree
84CD89E7	henrik groskreutz
84CDFE7D	uri hasson
84CE5C16	pongsik ho
84CF6934	pavlu
84D0DE8D	clark weissman
84D1EEC3	danqin wang
84D2CA21	brian ruttenberg
84D35A3C	gautam nimmagadda
84D3D6B7	charles h irby
84D4DABF	j v doorn
84D7195B	de micheli
84D75DC0	david minmo
84D80C9F	xu zongwei
84D9AED1	elena ikonomovska
84D9F7B8	yuille
84DA4777	carlos vallespi
84DACB1F	sarah tavel
84DBBCAC	seunghak lee
84DC519B	v santhanam
84DF887A	carlos jensen
84E711C2	hadi daneshmand
84E71CCE	ahmed al rowaei
84E80A33	johannes andrich
84E8B627	amin shokrollahi
84E8CB31	abdallah el
84EA6DBB	nicolas krauter
84EA86B0	a murat tekalp
84EA98FD	richard zhiling hu
84EAD55C	sebastian ardon
84EC7CAA	cyril lafon
84EF0BCE	atsushi otsuka
84F05464	ryan farrell
84F43AC6	atam lalchandani
84F44370	ward webber
84F45364	hirofumi yamamoto
84F67CE6	geifei yang
84F70716	mingzhe wang
84F85A08	debayan roy
84F9E889	haussecker
84FA3460	vadim lebedev
84FAE547	daniela pucci de farias
84FCD68E	jason auerbach
84FE2BA3	janis g raymond
84FEB8B1	zengfeng zeng
84FEEF6D	charles s matheny
84FFA16B	j f conn
85013D38	dale visser
85023F41	gilad sharir
85025C21	yi huangy
85028EAD	yisong yue
850482DD	eoghan furey
85060ABD	will doutre
850700C0	d hariharasudhan
85074E88	shamsuddin ladha
850844D7	george m crandell
85089AB1	jeanpaul thorne
8509198B	tomasz zukowski
850CF2A5	iannis pavlopoulos
850E03AA	w g nisen
850F635B	soumyajit gupta
8510DE3C	delin yang
85116776	stanley rothman
851190C9	ravi kumar
85126458	ujjwal dasgupta
C8BC5778	thomas s huang
851FC0E4	ming gao
852278ED	mona harati
85257523	goodman
85264537	wende zhang
8526F00B	firas hamze
85271EDC	yun ren
852B0425	david forster
852B7432	zengmao wang
852CAAD0	jian wang
852CAC14	perry a stoll
852EC08E	sebastian muller
852F7D2F	thomas hassan
852FDF5C	yi li
8530FB4C	lotfi lakhal
85322E01	tuo zhao
8538A5BD	azarakhsh malekian
8538AEE8	daniel connelly
853D064E	ryan lowe
853E33A2	ke wu
853E6CF4	pattie maes
85407562	liane gabora
8541EDEF	carlos espinoza
8542960E	yu han
85432587	ralph neuneier
8543A02B	tin kam ho
8543C717	dikran meliksetian
85462EA5	shanshan feng
85471296	feng li
8549F95C	yifeng lin
854B5DDC	vijay john
854EF970	daniel dementhon
854F73F9	colin humphries
8550F57C	michael r seringhaus
85521804	c m murphy
8556A8E9	e kostylev
8558E71F	jerome lang
855F3C29	tatsunori b hashimoto
85627D21	piotr rychlik
85631AC8	kevin murphy
85634621	robert a jacobs
85648F66	marvin theimer
8566C851	mickael tanter
8568895F	nigel m allinson
856A3FE4	moray allan
856A7D67	thomas f elmaraghi
857BD1A3	jonathan huang
857BF3FC	pik mai hui
857D0437	daniel walter
857E820C	permanand mohan
85853E89	corrado monti
858541FE	paul e utgoff
8588F581	joseph terry
8589B358	kalin kolev
8596B17E	swagat kumar
85991F98	sweah liang yong
8599C908	yi xuan liu
859CA771	xin zheng
85A0502E	liang shi
85A92226	m y shih
85AAD9A7	ron rudnicki
85AF6C5A	paat rusmevichientong
85BDFE27	xing shi
85BE3B85	khadidja nour el houda slimani
85BE452C	matthias mayer
85BF0569	mark stephens
85C2011E	jingjing liu
85C2BC8C	william schuler
85C5D5D3	s s ravi
85C61BF7	mei liu
85C66F98	tianyi zhou
85C761EC	kazuhide yamamoto
85C76A04	cynthia a thompson
85C7C8C7	j h han
85D1E6D1	judea pearl
85D92D11	yu ru lin
85D9C674	k s viswanathan
85DBA46C	eric d brill
85DBD7B6	david minnen
85DC942D	chyuan shiun lin
85E80BBF	fred charles
85EEB942	yan ke
85F33B08	marina sokolova
85F39B86	ali shemshadi
860302B5	yun zheng
86041099	chao wang
8604C049	christof koch
8605078C	karl gustafson
8607475E	tatsunori mori
860758F5	boaz nadler
86081DB8	tobias glasmachers
860CED47	david schulenburg
8611EA6F	j c lacefield
86167201	genevera i allen
8616CCA9	qiang li
861A8718	marek j druzdzel
861F4BFA	bingpeng ma
861F6422	jacqueline lo
861F6FEA	enrico pontelli
8621498E	gretchen markiewicz
862199CD	isao miyamoto
86221EFF	nishkarsh shastri
86224033	benamara farah
86231484	keith j miller
86231C8E	charles p elkan
86233A3C	marius pasca
8623F29D	jungmee lee
86241F92	yuichi taguchi
8625448E	anupam singh
86255FAB	rosta farzan
8625B450	takao kawai
8625B53A	peter p s chen
862620FA	mariejosee goulet
862674B2	silja hildebrand
862729D1	hiroshi genchi
8627599C	kuangyu chen
86279AB9	amedeo napoli
86279BC5	lada a adamic
86281FDD	helen c shen
86284739	qian yu
86288092	frederick b thompson
862AF22B	k f loe
862B4340	hila weisman
862B79C2	ee peng lim
862B8BB7	sudarshan m srinivasan
862B9CA8	fabrizio sebastiani
862BBA59	eloize m r seno
862BF15B	a yassine
862C4461	ivandre paraboni
862C7836	anna cinzia squicciarini
862C92F2	ryotaro kamimura
862CEDDC	deena larsen
862D6225	christian stab
862E044D	rodolfo a milito
862E2F5C	heemoon chae
862E57FF	conghui zhu
862E7B6D	irini fundulaki
862EB48F	thang nguyen
862F0667	m a garcia
862FA9C2	huseyin tek
862FC73A	ra katz
862FE829	bart selman
86301C3A	wouter m koolen
863083F9	michael j miller
86311872	oren etzioni
863167B9	chendong li
8631B143	reinhard schaler
8631B58B	j y laisne
8631B8A3	ori stitelman
8631FFFE	david steele
86326F89	abraham ittycheriah
8632A8B4	jinho d choi
8633B88F	l mandow
8633DFE2	margot flowers
863416E2	masami kawagishi
863436F7	wanwan tang
8634AF96	emine celik
863543FB	erel segalhalevi
863553BA	kevin crowston
8635CA60	likun qiu
8635F9C1	maria shugrina
863602C5	gary patterson
863633CE	sergio grau puerto
8636DB10	vito roberto
8637234F	trungkien tran
86378E3B	rajesh p rao
8637DFC3	martin atzmueller
863831E6	padhraic smyth
8638BD57	franky franky
86390515	tjian lam
86390F39	mohammad al boni
863A0020	darshan hegde
863A326F	suzanna becker
863A8F34	raphael hoffmann
863AC951	shomir wilson
863AFA3C	damien paille
863BC0F4	rodney d nielsen
863BD60E	linda alamirsalloum
863C2058	xiaodan zhu
863C5C6B	ali hadjarian
863C73EA	frank thiele
863D17EF	gale martin
863D2255	anette frank
863D4389	davide albanesi
863E1E35	le quang thang
863E39FD	marc schoenauer
0006F71F	kurt d krebsbach
002DC470	christina malamateniou
006CACBF	lucian galescu
006D0B72	mary ellen zurko
0080E340	r n j veldhuis
00AD845F	ikram amous
01090FCB	uwe m borghoff
01B966FF	hazim kemal ekenel
01BAB6E4	gordon j clapworthy
01BE4DED	olivier sigaud
01F96CFB	ryadh dahimene
0219F1B4	edward a vessel
02369B4A	diego molla aliod
02382248	vladimir spokoiny
0248DFC2	antonina starita
02602092	izabela irzynska
0297023D	nora ayanian
02A2D2D7	milan mosny
02EBDAA2	david l grobstein
031E78D7	michael schaidnagel
03255900	monica sebillo
0347E247	canasai kruengkrai
03804F85	luis baumela
03AFF3CE	aydan yumerefendi
03E0C4C0	marc glisse
040502DA	nicolas kourtellis
04112EE8	takashi chikayama
04451945	daniel iland
045A13D4	nicolas troquard
04C3883E	simon krek
0513C490	emmanuel boidot
053DE5F1	chatchai suppitaksakul
053FE573	enrico blanzieri
054590EF	adrian novischi
